notion_id,recipe_name,step_number,body_text
2a803a80-9ca1-808a-9202-d41307cf81ec,Lamb Biriyani,17,"Add the rest of the lamb on top of this, then add the rest of the rice."
2a803a80-9ca1-808a-9202-d41307cf81ec,Lamb Biriyani,18,"Now add some more saffron milk, biryani masala, onions, jalapeños and coriander. At this point I also added a few slices of lemon on top."
2a803a80-9ca1-808a-9202-d41307cf81ec,Lamb Biriyani,19,"Cover this pot tightly with some tin foil, then add a lid."
2a803a80-9ca1-808a-9202-d41307cf81ec,Lamb Biriyani,20,"Place this over LOW heat and let this cook for 30 minutes. Make sure to keep the heat low, otherwise the lamb at the bottom of the pot could burn."
2a803a80-9ca1-808a-9202-d41307cf81ec,Lamb Biriyani,21,"After 30 minutes, take it off the heat and open the pot. Gently mix the layers together and then the biryani is done."
2a803a80-9ca1-80ad-99f4-f436f71e6ff3,Panang Curry,1,Heat half of the can of coconut milk in a deep pan for 2 - 3 minutes till bubbling and slightly thickened.
2a803a80-9ca1-80ad-99f4-f436f71e6ff3,Panang Curry,2,"Then, add in curry paste and stir till fully incorporated. Then simmer and stir for 5 - 6 minutes till oil separates from the paste and the mixture becomes dark and toasted."
2a803a80-9ca1-80ad-99f4-f436f71e6ff3,Panang Curry,3,"Add in the sliced chicken and the vegetables, and stir till fully coated in the curry."
2a803a80-9ca1-80ad-99f4-f436f71e6ff3,Panang Curry,4,"Once toasted, add in the rest of the coconut milk and 3 - 4 torn kaffir lime leaves."
2a803a80-9ca1-80ad-99f4-f436f71e6ff3,Panang Curry,5,"Cover and simmer on medium low for 10 - 15 minutes, stirring occasionally to ensure the bottom doesn’t burn, until the chicken is cooked through."
2a803a80-9ca1-80ad-99f4-f436f71e6ff3,Panang Curry,6,"Season with palm sugar and fish sauce, toss in basil leaves and stir till wilted."
2a803a80-9ca1-80ad-99f4-f436f71e6ff3,Panang Curry,7,Garnish with sliced red chilies and serve over rice!
2a803a80-9ca1-80bf-84f3-e6c415677fc6,Brookies,1,"Start by pre-heating your oven to 180c/350f. Also grease and line a 10 inch square cake tin, leave this aside."
2a803a80-9ca1-80bf-84f3-e6c415677fc6,Brookies,2,"To Make the cookie dough: Melt your butter, then pour this into a large bowl along with both sugars and the vanilla. Aggressively whisk this for 1 minute."
2a803a80-9ca1-80bf-84f3-e6c415677fc6,Brookies,3,Add the egg and whisk this in.
2a803a80-9ca1-80bf-84f3-e6c415677fc6,Brookies,4,"In a separate bowl, mix together the flour, baking powder and salt."
2a803a80-9ca1-80bf-84f3-e6c415677fc6,Brookies,5,"Add the flour mixture into your other bowl, along with the chopped chocolate. Mix everything together just until you can no longer see any flour."
2a803a80-9ca1-80bf-84f3-e6c415677fc6,Brookies,6,Leave this cookie dough in your fridge whiles you make the brownie batter.
2a803a80-9ca1-80bf-84f3-e6c415677fc6,Brookies,7,"Making the brownie batter: In a pot, add the butter and dark chocolate. Place this onto medium heat and heat until melted, you can also just do this in your microwave. Leave this aside to cool down."
2a803a80-9ca1-80bf-84f3-e6c415677fc6,Brookies,8,"In a large bowl, add the eggs and both sugars. Whip these together until your mixture lightens in colour and increases in volume slightly. This should take about 2 minutes."
2a803a80-9ca1-80bf-84f3-e6c415677fc6,Brookies,9,"Pour the melted butter and chocolate mixture into this, whisk this in."
2a803a80-9ca1-80bf-84f3-e6c415677fc6,Brookies,10,"Now add the flour, cocoa powder and salt, whisk just until combined."
2a803a80-9ca1-80bf-84f3-e6c415677fc6,Brookies,11,"Baking the brookie: Get your prepared tin. Grab pieces of the cookie dough and place these into your tin, don't cover the base of the tin completely with the cookie dough, leave gaps between the pieces."
2a803a80-9ca1-80bf-84f3-e6c415677fc6,Brookies,12,"Pour your brownie batter on top of this and spread it out. Now add more pieces of cookie dough on top of the brownie batter, you don't want to cover the brownie batter completely, you want to still be able to see it."
2a803a80-9ca1-80bf-84f3-e6c415677fc6,Brookies,13,"You will have some cookie dough left, we're going to use this later."
2a803a80-9ca1-80bf-84f3-e6c415677fc6,Brookies,14,Place this into your pre-heated oven and bake for 30 minutes.
2a803a80-9ca1-80bf-84f3-e6c415677fc6,Brookies,15,"After 30 minutes, take it out of the oven. Press pieces of the left over cookie dough into the top of the brownie."
2a803a80-9ca1-80bf-84f3-e6c415677fc6,Brookies,16,"Place this back into your oven and bake for about another 20 minutes, or until a toothpick inserted into the centre comes out with a few moist crumbs, from the brownie, on it."
2a803a80-9ca1-80bf-84f3-e6c415677fc6,Brookies,17,"Once baked, optionally sprinkle some flaky salt on top."
2a803a80-9ca1-80bf-84f3-e6c415677fc6,Brookies,18,"Leave to cool at room temperature for 20 minutes, then place it into your fridge and leave to cool and set up for 1 hour."
2a803a80-9ca1-80bf-84f3-e6c415677fc6,Brookies,19,"After an hour, cut into it and now your brookies are done. Enjoy!"
2ad03a80-9ca1-803c-8a2e-da2fac4dc12d,Brie Puffs,1,"Start by making jam, can store in fridge well!"
2ad03a80-9ca1-803c-8a2e-da2fac4dc12d,Brie Puffs,2,"If topping with prosciutto: lay the prosciutto slices on a parchment paper lined baking sheet at bake for 12-15 minutes, until darkened in color. watch them to avoid burning as different pieces crisp up differently. Let cool fully on the baking sheet then using the back of your spoon or hands, crumble into small pieces."
2ad03a80-9ca1-803c-8a2e-da2fac4dc12d,Brie Puffs,3,Preheat oven to 400 F.
2ad03a80-9ca1-803c-8a2e-da2fac4dc12d,Brie Puffs,4,"Working quickly, place puff pastry sheet onto a parchment lined bakings sheet."
2ad03a80-9ca1-803c-8a2e-da2fac4dc12d,Brie Puffs,5,"Stamp out 15-16 circles, try getting as close as you can to the borders to optimize the amount of puffs per sheet. Reroll and repeat."
2ad03a80-9ca1-803c-8a2e-da2fac4dc12d,Brie Puffs,6,"Now, for the inner circle, with a little bit of pressure, indent the center with your smaller cookie cutter, but do not go all the way through. prick the center with a fork 2-3 times."
2ad03a80-9ca1-803c-8a2e-da2fac4dc12d,Brie Puffs,7,Place in the fridge while you work on the second sheet. Both sheets should be in the fridge for 10-15 minutes to encourage a good puff.
2ad03a80-9ca1-803c-8a2e-da2fac4dc12d,Brie Puffs,8,"Remove from the fridge and brush the outer edges (not the inner circle) with egg wash, being careful not to “glue” the inner indentation you made shut."
2ad03a80-9ca1-803c-8a2e-da2fac4dc12d,Brie Puffs,9,"Sprinkle the entire dough round with the crushed peppercorns + thyme leaves + flaky salt and bake until puffed up, and golden brown, about 8-10 minutes."
2ad03a80-9ca1-803c-8a2e-da2fac4dc12d,Brie Puffs,10,Cut brie into bite sized pieces.
2ad03a80-9ca1-803c-8a2e-da2fac4dc12d,Brie Puffs,11,"Remove puffs from oven, and using a small spoon, gently tap down the centers of the puff - they should easily collapse."
2ad03a80-9ca1-803c-8a2e-da2fac4dc12d,Brie Puffs,12,Fill with a heaping 1/2 tsp of jam and snuggle in a cube of brie along side. pop them back in the oven for another 5-8 minutes until the brie is all melted and the pastry is fully golden and gorgeous.
2ad03a80-9ca1-803c-8a2e-da2fac4dc12d,Brie Puffs,13,"Add toppings on top, then enjoy warm or even room temp!"
2b203a80-9ca1-804c-a06e-fa148812ffb6,Smash Potatoes,1,Preheat oven to 425*F
2b203a80-9ca1-804c-a06e-fa148812ffb6,Smash Potatoes,2,"Fill a large pot with salt, all the potatoes, and just enough water to cover the potatoes by an inch. Bring water to a boil then reduce to a simmer and let simmer till fork tender (about 15 minutes)"
2b203a80-9ca1-804c-a06e-fa148812ffb6,Smash Potatoes,3,Transfer onto a sheet tray lined with parchment paper or aluminum foil and let steam till cool enough to handle.
2b203a80-9ca1-804c-a06e-fa148812ffb6,Smash Potatoes,4,"Melt butter, garlic, olive oil, oregano, basil, and any herbs till fragrant."
2b203a80-9ca1-804c-a06e-fa148812ffb6,Smash Potatoes,5,"Spray sheet with some oil, then smash potatoes down into flat patties (more you smash the crispier they’ll become)"
2b203a80-9ca1-804c-a06e-fa148812ffb6,Smash Potatoes,6,"Season with salt, pepper, and cayenne, drizzle with olive oil and bake for 20 minutes."
2b203a80-9ca1-804c-a06e-fa148812ffb6,Smash Potatoes,7,"After 20 minutes, pull potatoes out and spoon the herb garlic butter over each potato before putting back in the over for another 10/15 minutes."
2b203a80-9ca1-804c-a06e-fa148812ffb6,Smash Potatoes,8,Serve with extra herbs and sea salt!
2bc03a80-9ca1-806d-87df-dbae982da801,Jerk Marinade + Chinese Marinade,1,Mix together marinade ingredients to taste before adding in protein.
2bc03a80-9ca1-806d-87df-dbae982da801,Jerk Marinade + Chinese Marinade,2,"When cooking,  skewer them and pan fry, or bake (375F for 15-18 mins, 2-3 min broil at the end)"
2bd03a80-9ca1-80e6-a21b-e1f1c4dc5b81,Horchata,1,Soak all base ingredients in a container in the fridge overnight
2bd03a80-9ca1-80e6-a21b-e1f1c4dc5b81,Horchata,2,Add 2 tsp of vanilla extract
2bd03a80-9ca1-80e6-a21b-e1f1c4dc5b81,Horchata,3,Blend on high for 2 minutes
2bd03a80-9ca1-80e6-a21b-e1f1c4dc5b81,Horchata,4,"Strain, blend, strain, blend"
2bd03a80-9ca1-80e6-a21b-e1f1c4dc5b81,Horchata,5,Stir in 1 can each of evaporated and condensed milk
2c403a80-9ca1-80da-bf5e-c16003893a08, Matcha Latte w/ Cold Foam,1,Heat water in a kettle to 176*
2c403a80-9ca1-80da-bf5e-c16003893a08, Matcha Latte w/ Cold Foam,2,"In a bowl, measure out 3 tsp of sifted matcha powder, pour over about a quarter cup of water till covered, whisk till smooth and foamy."
2c403a80-9ca1-80da-bf5e-c16003893a08, Matcha Latte w/ Cold Foam,3,"Into a jar, measure out 7 oz of milk."
2c403a80-9ca1-80da-bf5e-c16003893a08, Matcha Latte w/ Cold Foam,4,Add brown sugar syrup to the milk and froth to combine before adding in matcha and combining again.
2c403a80-9ca1-80da-bf5e-c16003893a08, Matcha Latte w/ Cold Foam,5,Optionally top with Cold Foam
2c503a80-9ca1-800a-bad0-d44e18e9c195,Pho Ga,1,"Onto a sheet pan, spread all the bones evenly onto the pan so they’re not touching, spray them gently with oil and put into an oven that’s 425* for 30 - 40 minutes till bones are fully browned."
2c503a80-9ca1-800a-bad0-d44e18e9c195,Pho Ga,2,"Into a stock pot, add in bones and fill up enough cold water to cover all the bones. (discard the oil from the bones, you don’t want it in your broth)"
2c503a80-9ca1-800a-bad0-d44e18e9c195,Pho Ga,3,Let sit in the cold water for 5 minutes. Then place on stove and bring to a simmer on medium heat for 30 minutes - don’t bring to a boil at this step yet (removing any scum as it forms)
2c503a80-9ca1-800a-bad0-d44e18e9c195,Pho Ga,4,"Char veggies and place them face up onto a sheet tray and broil till blackened (10 - 12 minutes, keep an eye on them)"
2c503a80-9ca1-800a-bad0-d44e18e9c195,Pho Ga,5,"Add charred veggies into the broth + the fish sauce, bouillon, and sugar."
2c503a80-9ca1-800a-bad0-d44e18e9c195,Pho Ga,6,Simmer for 30 minutes.
2c503a80-9ca1-800a-bad0-d44e18e9c195,Pho Ga,7,Toast spices in a small pan till slightly fragrant (be careful not to burn!!)
2c503a80-9ca1-800a-bad0-d44e18e9c195,Pho Ga,8,Add spices into the soup.
2c503a80-9ca1-800a-bad0-d44e18e9c195,Pho Ga,9,Simmer for another 30 minutes to a few hours.
2c503a80-9ca1-800a-bad0-d44e18e9c195,Pho Ga,10,"Pour broth through a colander, discard all of the excess spices and bones."
2c503a80-9ca1-800a-bad0-d44e18e9c195,Pho Ga,11,Optionally strain through a fine mesh strainer to get a smooth base.
2c503a80-9ca1-800a-bad0-d44e18e9c195,Pho Ga,12,Taste and season with fish sauce for salt and sugar to balance - to taste here.
2c503a80-9ca1-800a-bad0-d44e18e9c195,Pho Ga,13,"Add Cilantro Stems to a cheese cloth, tie securely and allow to steep in the broth as it cools."
2c503a80-9ca1-800a-bad0-d44e18e9c195,Pho Ga,14,Cook rice noodles by adding rice noodles to boiling water for about 10 - 15 seconds before adding to a bowl.
2c503a80-9ca1-800a-bad0-d44e18e9c195,Pho Ga,15,"Then top noodles with chicken, green onions, cilantro, sliced onions, thai basil, mint, etc."
2c503a80-9ca1-800a-bad0-d44e18e9c195,Pho Ga,16,Top with the broth and serve with sliced jalapenos and a slice of lime! Add hoisin and sambal for extra flavor and spice.
2c503a80-9ca1-803a-ba53-c4d0b65aad31,White Miso Glazed Fish,1,Start by making miso glaze:
2c503a80-9ca1-803a-ba53-c4d0b65aad31,White Miso Glazed Fish,2,"Fully dry fish fillets (very important, really dry them)"
2c503a80-9ca1-803a-ba53-c4d0b65aad31,White Miso Glazed Fish,3,"Throw fish filets into a container, and really massage with the miso glaze, then set into the fridge for as long as possibly (ideally overnight, up to 1 - 2 days)"
2c503a80-9ca1-803a-ba53-c4d0b65aad31,White Miso Glazed Fish,4,"Place fish onto a sheet tray, brush on a little bit more of the miso glaze."
2c503a80-9ca1-803a-ba53-c4d0b65aad31,White Miso Glazed Fish,5,Throw into broiler till nicely charred (6-8 minutes)
2d403a80-9ca1-80f9-ad0b-fe7492549a0f,Thai Tea,1,Steep the tea leaves in hot off-the-boil water for 5 minutes and then strain through a fine mesh strainer.
2d403a80-9ca1-80f9-ad0b-fe7492549a0f,Thai Tea,2,Add the sugar and salt and stir to dissolve. Allow to cool to room temp before making tea so it won't dissolve the ice too much. This is the thai tea base!
2d403a80-9ca1-80f9-ad0b-fe7492549a0f,Thai Tea,3,Pour thai tea base into glass and top with cream!
2dc03a80-9ca1-801c-af62-f6632b10be72,Burnt Basque Cheesecake V2,1,Start by pre-heating your oven to 400f. Also line an 8 inch cake tin with a large piece of baking paper.
2dc03a80-9ca1-801c-af62-f6632b10be72,Burnt Basque Cheesecake V2,2,"In a large bowl, add the cream cheese, sugar, corn starch and salt. Beat these together until smooth."
2dc03a80-9ca1-801c-af62-f6632b10be72,Burnt Basque Cheesecake V2,3,"Add half of the double cream into this, mix until smooth then mix in the rest of the cream."
2dc03a80-9ca1-801c-af62-f6632b10be72,Burnt Basque Cheesecake V2,4,"Mix in the yoghurt, lemon juice and vanilla extract. Then finally, add in the eggs and mix just until you get a smooth batter."
2dc03a80-9ca1-801c-af62-f6632b10be72,Burnt Basque Cheesecake V2,5,"Pour this batter into your tin, smooth it out, and then slam the tin down on your counter a few times to get rid of any bubbles."
2dc03a80-9ca1-801c-af62-f6632b10be72,Burnt Basque Cheesecake V2,6,"Bake this around 40-45 minutes. It is done when the edges are set, but the centre is still quite jiggly. When you get to this point, if the cheesecake still isn't burnt on top, don't bake it for longer. Just put it under your grill for a few minutes."
2dc03a80-9ca1-801c-af62-f6632b10be72,Burnt Basque Cheesecake V2,7,"Once baked, leave to cool at room temperature for an hour, and then leave it in the fridge for at least two hours, or overnight, to set."
2dc03a80-9ca1-801c-af62-f6632b10be72,Burnt Basque Cheesecake V2,8,"Once set, cut into it, serve with some melted chocolate and enjoy!"
2e603a80-9ca1-8031-915a-d3f92610fa67,Dirty Thai Tea Jello Shots,1,Pour thai tea into the hot water and let the tea steep for 8 minutes.
2e603a80-9ca1-8031-915a-d3f92610fa67,Dirty Thai Tea Jello Shots,2,Strain a few times to get any small tea leaves out.
2e603a80-9ca1-8031-915a-d3f92610fa67,Dirty Thai Tea Jello Shots,3,"Pour the strained tea into the pot, then add evaporated, condensed milk, and sugar."
2e603a80-9ca1-8031-915a-d3f92610fa67,Dirty Thai Tea Jello Shots,4,Mix till distributed before adding the gelatin packets and bringing to a simmer over a low to medium heat.
2e603a80-9ca1-8031-915a-d3f92610fa67,Dirty Thai Tea Jello Shots,5,"Add in the rum, mix, then pour into molds and allow them to set for 4-5 hours."
2e603a80-9ca1-8091-829d-d299b5c2a161,Nutella Shots,1,"Shake till well incorporated, serve over ice!"
2e703a80-9ca1-8018-811d-d2eec1d1a7ec,Red Wine Poached Pear,1,Peel the pears and remove the bottom where the fibers are. Make sure to keep the stalks on!
2e703a80-9ca1-8018-811d-d2eec1d1a7ec,Red Wine Poached Pear,2,"Add the pears to a large pot, big enough for all the pears to sit in one layer without sticking out. Add the granulated sugar, the red wine, the lemon peel and the cinnamon stick."
2e703a80-9ca1-8018-811d-d2eec1d1a7ec,Red Wine Poached Pear,3,"Cover the pot and simmer over low heat until the pears are tender. To check, gently insert a toothpick or the tip of a knife — if it goes in without resistance, they’re ready."
2e703a80-9ca1-8018-811d-d2eec1d1a7ec,Red Wine Poached Pear,4,Remove the pot from the heat and let it cool completely. Strain the poaching liquid and discard the flavorings.
2e703a80-9ca1-8018-811d-d2eec1d1a7ec,Red Wine Poached Pear,5,Add the pears back into the poaching liquid and keeping them in the fridge overnight to eat them the next day or within three days.
2e703a80-9ca1-8018-811d-d2eec1d1a7ec,Red Wine Poached Pear,6,Before Eating:
2e703a80-9ca1-8018-811d-d2eec1d1a7ec,Red Wine Poached Pear,7,Plate each pear with a dallop of mascarpone cream and sauce poured on top.
2e703a80-9ca1-8026-a5b6-e8f83818762e,Blackberry Gin,1,Add both to a mason jar and infuse for a week.
2e703a80-9ca1-809d-bd22-fa5a98d9eddb,Marshmallows,1,"In a large bowl, make your base by adding together your water and gelatin and let sit."
2e703a80-9ca1-809d-bd22-fa5a98d9eddb,Marshmallows,2,"In a saucepan, make your syrup by adding in your sugar, corn syrup and water slowly and bring over medium heat, make sure everything is melted before bringing it to a boil"
2e703a80-9ca1-809d-bd22-fa5a98d9eddb,Marshmallows,3,"Once the syrup is boiling, use a candy thermometer to check its at 240f."
2e703a80-9ca1-809d-bd22-fa5a98d9eddb,Marshmallows,4,"Once it reaches 240f, take it off the heat, slowly pour it into your gelatin base and start whisking on high for ~8 minutes"
2e703a80-9ca1-809d-bd22-fa5a98d9eddb,Marshmallows,5,"Check to see the consistency to make sure it’s thick, shiny and can still hold it’s shape (it should not be fully stiff peaks as this will make the mixture hard to work with and shape)"
2e703a80-9ca1-809d-bd22-fa5a98d9eddb,Marshmallows,6,Coat your baking pan with a thin coat of oil and a dusting of powdered sugar and corn starch
2e703a80-9ca1-809d-bd22-fa5a98d9eddb,Marshmallows,7,Pour into your baking pan and smooth out the best that you can
2e703a80-9ca1-809d-bd22-fa5a98d9eddb,Marshmallows,8,Dust again with a coat of powdered sugar + corn starch and let it set for ~4 hours or overnight
2e703a80-9ca1-809d-bd22-fa5a98d9eddb,Marshmallows,9,"Using a knife coated with a thin layer of oil and dusted with the powdered sugar mixture, cut your marshmallow into cubes"
2f503a80-9ca1-803e-bc4d-c205afe07058,Avgolemono,1,Chop up all vegetables and set aside.
2f503a80-9ca1-803e-bc4d-c205afe07058,Avgolemono,2,Cut up chicken breast into bite sized (1 inch) pieces.
2f503a80-9ca1-803e-bc4d-c205afe07058,Avgolemono,3,"In a large pot, add 12 cups of water and the chicken breast pieces. Bring water to a boil before removing from heat and leave off-heat, covered for 15 minutes."
2f503a80-9ca1-803e-bc4d-c205afe07058,Avgolemono,4,Remove chicken from the water into a separate container.
2f503a80-9ca1-803e-bc4d-c205afe07058,Avgolemono,5,"Throw in chicken bouillon paste and orzo into the pot, bring to a light boil and let cook for 15 minutes covered."
2f503a80-9ca1-803e-bc4d-c205afe07058,Avgolemono,6,"In a separate pan, sauté all the chopped vegetables with a spray of oil and sprinkle of salt. Once roasted, toss into a container with a little cold water, then blend with an immersion blender till smooth."
2f503a80-9ca1-803e-bc4d-c205afe07058,Avgolemono,7,"Then add a little bit of the boiled orzo, then blend with an immersion blender or mixer. Then add in egg yolks and some hot water,  blend once again. Toss into the large pot along with the cooked chicken and more water as needed."
2f503a80-9ca1-803e-bc4d-c205afe07058,Avgolemono,8,"Also add in chopped carrots and peas, and bring to a boil and/or high heat."
2f503a80-9ca1-803e-bc4d-c205afe07058,Avgolemono,9,Whip up egg whites till stiff peaks.
2f503a80-9ca1-803e-bc4d-c205afe07058,Avgolemono,10,Zest lemons and juice into a container. Add lemon zest into the pot.
2f503a80-9ca1-803e-bc4d-c205afe07058,Avgolemono,11,"Mix a little bit of water with cornstarch and flour till not clumpy, toss into the pot, stir for about a minute before removing from heat."
2f503a80-9ca1-803e-bc4d-c205afe07058,Avgolemono,12,"Mix in the lemon juice and whipped whites, as well as all spices. Add salt to taste!"
2f503a80-9ca1-803e-bc4d-c205afe07058,Avgolemono,13,Top with chives or hot sauce 😋
2f803a80-9ca1-80d8-a317-edbdb09396ff,Fish Tacos,1,"Choose a marinade for the fish, rub into fish well and let rest for as long as possible (30 minutes it’s fine)"
2f803a80-9ca1-80d8-a317-edbdb09396ff,Fish Tacos,2,Make spicy mayo by combining all ingredients.
2f803a80-9ca1-80d8-a317-edbdb09396ff,Fish Tacos,3,Turn broiler on to high heat and let warm for about 10 minutes.
2f803a80-9ca1-80d8-a317-edbdb09396ff,Fish Tacos,4,Toss fish right underneath the broiler for about 6 - 7 minutes till nice and charred. Then remove and let rest for just a minute.
2f803a80-9ca1-80d8-a317-edbdb09396ff,Fish Tacos,5,Warm tortillas while fish cooks.
2f803a80-9ca1-80d8-a317-edbdb09396ff,Fish Tacos,6,"Build taco by roughly breaking fish into chunks, topping with some spicy mayo, and the toppings and serve!"
2fa03a80-9ca1-8049-a7dc-cfa9e40228b9,Italian Wedding Soup,1,"Combine all meatball ingredients. Mix till just combined to keep tender. Form into small, 1/2 inch meatballs. Set aside."
2fa03a80-9ca1-8049-a7dc-cfa9e40228b9,Italian Wedding Soup,2,"In a large deep pot, char the meatballs on both sides. Don’t have to fully cook but get a nice sear. Once cooked, remove to a seperate bowl."
2fa03a80-9ca1-8049-a7dc-cfa9e40228b9,Italian Wedding Soup,3,"In the same pot, sauté onions, carrots, celery, and half the garlic till fragrant and soft."
2fa03a80-9ca1-8049-a7dc-cfa9e40228b9,Italian Wedding Soup,4,Then add in uncooked orzo and cook till lightly toasted.
2fa03a80-9ca1-8049-a7dc-cfa9e40228b9,Italian Wedding Soup,5,"Deglaze with soju, then add in chicken stock. Toss in bay leaf, parmesan rind, and any other seasoning. Let simmer for 5 minutes."
2fa03a80-9ca1-8049-a7dc-cfa9e40228b9,Italian Wedding Soup,6,Toss in the meatballs and the finely chopped spinach. Allow to finish simmering (another 5-10 minutes).
2fa03a80-9ca1-8049-a7dc-cfa9e40228b9,Italian Wedding Soup,7,"Toss in rest of the garlic and stir in right at the end. Taste for salt, pepper, add in a little more soju for brightness or add some vinegar or lemon juice!"
2fa03a80-9ca1-8049-a7dc-cfa9e40228b9,Italian Wedding Soup,8,Top with parmesan cheese and serve!
2fa03a80-9ca1-8059-a931-d526cc309735,Bowl Soup Dumplings ,1,Make the filling by combining all the filling ingredients together and mixing well.
2fa03a80-9ca1-8059-a931-d526cc309735,Bowl Soup Dumplings ,2,Add a little bit of the broth and combine till filling looks juicy rather than dry.
2fa03a80-9ca1-8059-a931-d526cc309735,Bowl Soup Dumplings ,3,"Spoon the filling till it fills bout a 1/3 of the ramekin, gently press flat"
2fa03a80-9ca1-8059-a931-d526cc309735,Bowl Soup Dumplings ,4,Place one dumpling wrapper directly on top of the filling
2fa03a80-9ca1-8059-a931-d526cc309735,Bowl Soup Dumplings ,5,Spoon a little extra chicken  broth (about 1/2 tsp) over the wrapper. This keeps it soft and helps everything steam up extra juicy.
2fa03a80-9ca1-8059-a931-d526cc309735,Bowl Soup Dumplings ,6,"Place the bowls in a pot or onto a steamer and add atleast an inch of water, then cover and steam over medium heat for 15–20 minutes, until fully cooked and juicy."
2fa03a80-9ca1-8059-a931-d526cc309735,Bowl Soup Dumplings ,7,"Serve topped with chili oil, soy sauce, scallions, and sesame seeds"
2fc03a80-9ca1-800b-a457-d77a918495ad,Breakfast Tostada,1,"Mix ground meat with all the seasonings till well combined. Then add to a pan with a two sprays of oil, let fully cook and mash into chunky crumbles."
2fc03a80-9ca1-800b-a457-d77a918495ad,Breakfast Tostada,2,"With another two sprays of oil and a hot pan, fry the egg. Top with a little salt and pepper and cook till the whites are set (might have to add a lid and a little water to let steam)."
2fc03a80-9ca1-800b-a457-d77a918495ad,Breakfast Tostada,3,"With the rest of the oil, coat the tortilla really well. Toast on both sides."
2fc03a80-9ca1-800b-a457-d77a918495ad,Breakfast Tostada,4,"Then, leaving tortilla on the pan, top with the cooked meat, an egg, and then the cheese. Let sit on the stove on low till very crispy."
2fc03a80-9ca1-800b-a457-d77a918495ad,Breakfast Tostada,5,"Once crispy to your liking, gently slide onto a plate, top with pickled onions and cilantro. Serve with some hot sauce!"
2fe03a80-9ca1-80f7-a2e3-f048f3422e78,Chicken Paprikash,1,"Pat chicken completely dry before seasoning with salt, pepper, paprika, and  flour, and any other seasonings."
2fe03a80-9ca1-80f7-a2e3-f048f3422e78,Chicken Paprikash,2,"Place skin side down in a cold Dutch oven with a spray of oil. Bring up to medium heat. Let cook till golden on both sides, then set aside."
2fe03a80-9ca1-80f7-a2e3-f048f3422e78,Chicken Paprikash,3,"Reduce heat and add in onions with a sprinkle of salt, cook till soft.  (Add bell pepper here if using)"
2fe03a80-9ca1-80f7-a2e3-f048f3422e78,Chicken Paprikash,4,"Then add tomato paste and cook for another minute or two, then garlic for another minute, then the paprika and cayenne."
2fe03a80-9ca1-80f7-a2e3-f048f3422e78,Chicken Paprikash,5,Lightly toast all the spices before deglazing with some coconut milk and the chicken stock. Be sure to scrape off the caramelized bits at the bottom before bringing sauce to a boil.
2fe03a80-9ca1-80f7-a2e3-f048f3422e78,Chicken Paprikash,6,"Check seasoning for salt and spice before adding in the chicken, covering with a lid and letting it simmer gently for 30 minutes."
2fe03a80-9ca1-80f7-a2e3-f048f3422e78,Chicken Paprikash,7,Temper some sour cream with the sauce before adding in to prevent curdling. Check seasonings and serve with a sprinkle of parsley! Best served over some egg noodles!
30003a80-9ca1-8022-b27f-d02ec828eab5,Cilantro Jalapeno Marinade,1,Mix together marinade ingredients to taste before adding in protein.
30003a80-9ca1-8022-b27f-d02ec828eab5,Cilantro Jalapeno Marinade,2,"When cooking,  skewer them and pan fry, or bake (375F for 15-18 mins, 2-3 min broil at the end)"
30003a80-9ca1-8033-b998-e507ab3a212a,Greek Marinade,1,Mix together marinade ingredients to taste before adding in protein.
30003a80-9ca1-8033-b998-e507ab3a212a,Greek Marinade,2,"When cooking,  skewer them and pan fry, or bake (375F for 15-18 mins, 2-3 min broil at the end)"
30003a80-9ca1-8040-a4cb-f3b5ccefdfda,Teriyaki Marinade,1,Mix together marinade ingredients to taste before adding in protein.
30003a80-9ca1-8040-a4cb-f3b5ccefdfda,Teriyaki Marinade,2,"When cooking,  skewer them and pan fry, or bake (375F for 15-18 mins, 2-3 min broil at the end)"
30003a80-9ca1-8051-b470-d2b8098c023d,Honey Harissa Marinade,1,Mix together marinade ingredients to taste before adding in protein.
30003a80-9ca1-8051-b470-d2b8098c023d,Honey Harissa Marinade,2,"When cooking,  skewer them and pan fry, or bake (375F for 15-18 mins, 2-3 min broil at the end)"
30003a80-9ca1-8062-a6a0-f93a8b92c481,Persian Marinade,1,Mix together marinade ingredients to taste before adding in protein.
30003a80-9ca1-8062-a6a0-f93a8b92c481,Persian Marinade,2,"When cooking,  skewer them and pan fry, or bake (375F for 15-18 mins, 2-3 min broil at the end)"
30003a80-9ca1-806a-8501-eac67f052fd5,Lemon Saffron,1,Mix together marinade ingredients to taste before adding in protein.
30003a80-9ca1-806a-8501-eac67f052fd5,Lemon Saffron,2,"When cooking,  skewer them and pan fry, or bake (375F for 15-18 mins, 2-3 min broil at the end)"
30003a80-9ca1-80b3-9f1d-f9e6936947f2,Moroccan Marinade,1,Mix together marinade ingredients to taste before adding in protein.
30003a80-9ca1-80b3-9f1d-f9e6936947f2,Moroccan Marinade,2,"When cooking,  skewer them and pan fry, or bake (375F for 15-18 mins, 2-3 min broil at the end)"
30003a80-9ca1-80c4-b75a-e8c6c9a1217f,Nandos Peri Peri Chicken,1,Mix together marinade ingredients to taste before adding in protein.
